조사연도,응답주체,응답자ID,학교ID,indicator_id,값,결측보정,지역규모코드
2021,교사,1003007,1003,TR_EFFICACY_01,4.0,,2.0
2021,교사,1003008,1003,TR_EFFICACY_01,3.0,,2.0
2021,교사,1003009,1003,TR_EFFICACY_01,5.0,,2.0
2021,교사,1003010,1003,TR_EFFICACY_01,4.0,,2.0
2021,교사,1003011,1003,TR_EFFICACY_01,4.0,,2.0
2021,교사,1003012,1003,TR_EFFICACY_01,4.0,,2.0
2021,교사,1003013,1003,TR_EFFICACY_01,5.0,,2.0
2021,교사,1004001,1004,TR_EFFICACY_01,3.0,,1.0
2021,교사,1004002,1004,TR_EFFICACY_01,4.0,,1.0
2021,교사,1004003,1004,TR_EFFICACY_01,4.0,,1.0
2021,교사,1004004,1004,TR_EFFICACY_01,5.0,,1.0
2021,교사,1004005,1004,TR_EFFICACY_01,3.0,,1.0
2021,교사,1004006,1004,TR_EFFICACY_01,5.0,,1.0
2021,교사,1004007,1004,TR_EFFICACY_01,4.0,,1.0
2021,교사,1004008,1004,TR_EFFICACY_01,4.0,,1.0
2021,교사,1004009,1004,TR_EFFICACY_01,5.0,,1.0
2021,교사,1004010,1004,TR_EFFICACY_01,4.0,,1.0
2021,교사,1004011,1004,TR_EFFICACY_01,4.0,,1.0
2021,교사,1004012,1004,TR_EFFICACY_01,4.0,,1.0
2021,교사,1004013,1004,TR_EFFICACY_01,4.0,,1.0
2021,교사,1004014,1004,TR_EFFICACY_01,4.0,,1.0
2021,교사,1004015,1004,TR_EFFICACY_01,4.0,,1.0
2021,교사,1004016,1004,TR_EFFICACY_01,4.0,,1.0
2021,교사,1004017,1004,TR_EFFICACY_01,4.0,,1.0
2021,교사,1004018,1004,TR_EFFICACY_01,4.0,,1.0
2021,교사,1004019,1004,TR_EFFICACY_01,5.0,,1.0
2021,교사,1004020,1004,TR_EFFICACY_01,5.0,,1.0
2021,교사,1004021,1004,TR_EFFICACY_01,4.0,,1.0
2021,교사,1004022,1004,TR_EFFICACY_01,4.0,,1.0
2021,교사,1005001,1005,TR_EFFICACY_01,4.0,,1.0
2021,교사,1005002,1005,TR_EFFICACY_01,5.0,,1.0
2021,교사,1005003,1005,TR_EFFICACY_01,3.0,,1.0
2021,교사,1005004,1005,TR_EFFICACY_01,5.0,,1.0
2021,교사,1005005,1005,TR_EFFICACY_01,5.0,,1.0
2021,교사,1005006,1005,TR_EFFICACY_01,4.0,,1.0
2021,교사,1005007,1005,TR_EFFICACY_01,4.0,,1.0
2021,교사,1005008,1005,TR_EFFICACY_01,5.0,,1.0
2021,교사,1005009,1005,TR_EFFICACY_01,4.0,,1.0
2021,교사,1005010,1005,TR_EFFICACY_01,4.0,,1.0
2021,교사,1005011,1005,TR_EFFICACY_01,4.0,,1.0
2021,교사,1005012,1005,TR_EFFICACY_01,4.0,,1.0
2021,교사,1005013,1005,TR_EFFICACY_01,4.0,,1.0
2021,교사,1005014,1005,TR_EFFICACY_01,5.0,,1.0
2021,교사,1005015,1005,TR_EFFICACY_01,5.0,,1.0
2021,교사,1005016,1005,TR_EFFICACY_01,5.0,,1.0
2021,교사,1005017,1005,TR_EFFICACY_01,4.0,,1.0
2021,교사,1005018,1005,TR_EFFICACY_01,5.0,,1.0
2021,교사,1005019,1005,TR_EFFICACY_01,4.0,,1.0
2021,교사,1005020,1005,TR_EFFICACY_01,4.0,,1.0
2021,교사,1005021,1005,TR_EFFICACY_01,5.0,,1.0
2021,교사,1005022,1005,TR_EFFICACY_01,4.0,,1.0
2021,교사,1005023,1005,TR_EFFICACY_01,4.0,,1.0
2021,교사,1005024,1005,TR_EFFICACY_01,4.0,,1.0
2021,교사,1005025,1005,TR_EFFICACY_01,5.0,,1.0
2021,교사,1006001,1006,TR_EFFICACY_01,4.0,,1.0
2021,교사,1006002,1006,TR_EFFICACY_01,4.0,,1.0
2021,교사,1006003,1006,TR_EFFICACY_01,4.0,,1.0
2021,교사,1006004,1006,TR_EFFICACY_01,4.0,,1.0
2021,교사,1006005,1006,TR_EFFICACY_01,4.0,,1.0
2021,교사,1006006,1006,TR_EFFICACY_01,3.0,,1.0
2021,교사,1006007,1006,TR_EFFICACY_01,4.0,,1.0
2021,교사,1006008,1006,TR_EFFICACY_01,4.0,,1.0
2021,교사,1006009,1006,TR_EFFICACY_01,4.0,,1.0
2021,교사,1006010,1006,TR_EFFICACY_01,3.0,,1.0
2021,교사,1006011,1006,TR_EFFICACY_01,4.0,,1.0
2021,교사,1006012,1006,TR_EFFICACY_01,4.0,,1.0
2021,교사,1006013,1006,TR_EFFICACY_01,4.0,,1.0
2021,교사,1006014,1006,TR_EFFICACY_01,4.0,,1.0
2021,교사,1006015,1006,TR_EFFICACY_01,4.0,,1.0
2021,교사,1006016,1006,TR_EFFICACY_01,4.0,,1.0
2021,교사,1006017,1006,TR_EFFICACY_01,4.0,,1.0
2021,교사,1006018,1006,TR_EFFICACY_01,5.0,,1.0
2021,교사,1006019,1006,TR_EFFICACY_01,4.0,,1.0
2021,교사,1006020,1006,TR_EFFICACY_01,3.0,,1.0
2021,교사,1006021,1006,TR_EFFICACY_01,4.0,,1.0
2021,교사,1006022,1006,TR_EFFICACY_01,5.0,,1.0
2021,교사,1006023,1006,TR_EFFICACY_01,4.0,,1.0
2021,교사,1007001,1007,TR_EFFICACY_01,5.0,,1.0
2021,교사,1007002,1007,TR_EFFICACY_01,4.0,,1.0
2021,교사,1007003,1007,TR_EFFICACY_01,5.0,,1.0
2021,교사,1007004,1007,TR_EFFICACY_01,4.0,,1.0
2021,교사,1007005,1007,TR_EFFICACY_01,4.0,,1.0
2021,교사,1007006,1007,TR_EFFICACY_01,5.0,,1.0
2021,교사,1007007,1007,TR_EFFICACY_01,3.0,,1.0
2021,교사,1007008,1007,TR_EFFICACY_01,5.0,,1.0
2021,교사,1007009,1007,TR_EFFICACY_01,5.0,,1.0
2021,교사,1007010,1007,TR_EFFICACY_01,4.0,,1.0
2021,교사,1007011,1007,TR_EFFICACY_01,4.0,,1.0
2021,교사,1007012,1007,TR_EFFICACY_01,5.0,,1.0
2021,교사,1007013,1007,TR_EFFICACY_01,4.0,,1.0
2021,교사,1007014,1007,TR_EFFICACY_01,5.0,,1.0
2021,교사,1007015,1007,TR_EFFICACY_01,5.0,,1.0
2021,교사,1007016,1007,TR_EFFICACY_01,5.0,,1.0
2021,교사,1007017,1007,TR_EFFICACY_01,5.0,,1.0
2021,교사,1007018,1007,TR_EFFICACY_01,5.0,,1.0
2021,교사,1008001,1008,TR_EFFICACY_01,4.0,,2.0
2021,교사,1008002,1008,TR_EFFICACY_01,5.0,,2.0
2021,교사,1008003,1008,TR_EFFICACY_01,5.0,,2.0
2021,교사,1008004,1008,TR_EFFICACY_01,4.0,,2.0
2021,교사,1008005,1008,TR_EFFICACY_01,5.0,,2.0
2021,교사,1008006,1008,TR_EFFICACY_01,4.0,,2.0
2021,교사,1008007,1008,TR_EFFICACY_01,4.0,,2.0
2021,교사,1008008,1008,TR_EFFICACY_01,4.0,,2.0
2021,교사,1008009,1008,TR_EFFICACY_01,4.0,,2.0
2021,교사,1008010,1008,TR_EFFICACY_01,4.0,,2.0
2021,교사,1008011,1008,TR_EFFICACY_01,3.0,,2.0
2021,교사,1008012,1008,TR_EFFICACY_01,4.0,,2.0
2021,교사,1008013,1008,TR_EFFICACY_01,5.0,,2.0
2021,교사,1008014,1008,TR_EFFICACY_01,5.0,,2.0
2021,교사,1008015,1008,TR_EFFICACY_01,4.0,,2.0
2021,교사,1008016,1008,TR_EFFICACY_01,4.0,,2.0
2021,교사,1009001,1009,TR_EFFICACY_01,4.0,,1.0
2021,교사,1009002,1009,TR_EFFICACY_01,4.0,,1.0
2021,교사,1009003,1009,TR_EFFICACY_01,4.0,,1.0
2021,교사,1009004,1009,TR_EFFICACY_01,4.0,,1.0
2021,교사,1009005,1009,TR_EFFICACY_01,4.0,,1.0
2021,교사,1009006,1009,TR_EFFICACY_01,3.0,,1.0
2021,교사,1009007,1009,TR_EFFICACY_01,4.0,,1.0
2021,교사,1009008,1009,TR_EFFICACY_01,5.0,,1.0
2021,교사,1009009,1009,TR_EFFICACY_01,2.0,,1.0
2021,교사,1009010,1009,TR_EFFICACY_01,4.0,,1.0
2021,교사,1009011,1009,TR_EFFICACY_01,3.0,,1.0
2021,교사,1009012,1009,TR_EFFICACY_01,4.0,,1.0
2021,교사,1009013,1009,TR_EFFICACY_01,4.0,,1.0
2021,교사,1009014,1009,TR_EFFICACY_01,4.0,,1.0
2021,교사,1009015,1009,TR_EFFICACY_01,4.0,,1.0
2021,교사,1009016,1009,TR_EFFICACY_01,3.0,,1.0
2021,교사,1009017,1009,TR_EFFICACY_01,3.0,,1.0
2021,교사,1009018,1009,TR_EFFICACY_01,4.0,,1.0
2021,교사,1009019,1009,TR_EFFICACY_01,4.0,,1.0
2021,교사,1009020,1009,TR_EFFICACY_01,5.0,,1.0
2021,교사,1009021,1009,TR_EFFICACY_01,4.0,,1.0
2021,교사,1009022,1009,TR_EFFICACY_01,4.0,,1.0
2021,교사,1009023,1009,TR_EFFICACY_01,5.0,,1.0
2021,교사,1009024,1009,TR_EFFICACY_01,2.0,,1.0
2021,교사,1010001,1010,TR_EFFICACY_01,4.0,,1.0
2021,교사,1010002,1010,TR_EFFICACY_01,4.0,,1.0
2021,교사,1010003,1010,TR_EFFICACY_01,4.0,,1.0
2021,교사,1010004,1010,TR_EFFICACY_01,4.0,,1.0
2021,교사,1010005,1010,TR_EFFICACY_01,4.0,,1.0
2021,교사,1010006,1010,TR_EFFICACY_01,4.0,,1.0
2021,교사,1010007,1010,TR_EFFICACY_01,5.0,,1.0
2021,교사,1010008,1010,TR_EFFICACY_01,5.0,,1.0
2021,교사,1010009,1010,TR_EFFICACY_01,5.0,,1.0
2021,교사,1010010,1010,TR_EFFICACY_01,4.0,,1.0
2021,교사,1010011,1010,TR_EFFICACY_01,4.0,,1.0
2021,교사,1010012,1010,TR_EFFICACY_01,4.0,,1.0
2021,교사,1010013,1010,TR_EFFICACY_01,4.0,,1.0
2021,교사,1010014,1010,TR_EFFICACY_01,4.0,,1.0
2021,교사,1010015,1010,TR_EFFICACY_01,4.0,,1.0
2021,교사,1010016,1010,TR_EFFICACY_01,3.0,,1.0
2021,교사,1010017,1010,TR_EFFICACY_01,4.0,,1.0
2021,교사,1010018,1010,TR_EFFICACY_01,4.0,,1.0
2021,교사,1010019,1010,TR_EFFICACY_01,5.0,,1.0
2021,교사,1010020,1010,TR_EFFICACY_01,5.0,,1.0
2021,교사,1010021,1010,TR_EFFICACY_01,3.0,,1.0
2021,교사,1010022,1010,TR_EFFICACY_01,4.0,,1.0
2021,교사,1010023,1010,TR_EFFICACY_01,4.0,,1.0
2021,교사,1010024,1010,TR_EFFICACY_01,4.0,,1.0
2021,교사,1010025,1010,TR_EFFICACY_01,4.0,,1.0
2021,교사,1010026,1010,TR_EFFICACY_01,4.0,,1.0
2021,교사,1010027,1010,TR_EFFICACY_01,3.0,,1.0
2021,교사,1010028,1010,TR_EFFICACY_01,4.0,,1.0
2021,교사,1010029,1010,TR_EFFICACY_01,4.0,,1.0
2021,교사,1011001,1011,TR_EFFICACY_01,4.0,,1.0
2021,교사,1011002,1011,TR_EFFICACY_01,4.0,,1.0
2021,교사,1011003,1011,TR_EFFICACY_01,5.0,,1.0
2021,교사,1011004,1011,TR_EFFICACY_01,2.0,,1.0
2021,교사,1011005,1011,TR_EFFICACY_01,4.0,,1.0
2021,교사,1011006,1011,TR_EFFICACY_01,4.0,,1.0
2021,교사,1011007,1011,TR_EFFICACY_01,3.0,,1.0
2021,교사,1011008,1011,TR_EFFICACY_01,4.0,,1.0
2021,교사,1011009,1011,TR_EFFICACY_01,4.0,,1.0
2021,교사,1011010,1011,TR_EFFICACY_01,4.0,,1.0
2021,교사,1011011,1011,TR_EFFICACY_01,4.0,,1.0
2021,교사,1011012,1011,TR_EFFICACY_01,5.0,,1.0
2021,교사,1011013,1011,TR_EFFICACY_01,4.0,,1.0
2021,교사,1011014,1011,TR_EFFICACY_01,5.0,,1.0
2021,교사,1011015,1011,TR_EFFICACY_01,4.0,,1.0
2021,교사,1011016,1011,TR_EFFICACY_01,4.0,,1.0
2021,교사,1011017,1011,TR_EFFICACY_01,5.0,,1.0
2021,교사,1011018,1011,TR_EFFICACY_01,4.0,,1.0
2021,교사,1011019,1011,TR_EFFICACY_01,3.0,,1.0
2021,교사,1011020,1011,TR_EFFICACY_01,4.0,,1.0
2021,교사,1011021,1011,TR_EFFICACY_01,4.0,,1.0
2021,교사,1011022,1011,TR_EFFICACY_01,4.0,,1.0
2021,교사,1012001,1012,TR_EFFICACY_01,4.0,,2.0
2021,교사,1012002,1012,TR_EFFICACY_01,5.0,,2.0
2021,교사,1012003,1012,TR_EFFICACY_01,4.0,,2.0
2021,교사,1012004,1012,TR_EFFICACY_01,3.0,,2.0
2021,교사,1012005,1012,TR_EFFICACY_01,4.0,,2.0
2021,교사,1012006,1012,TR_EFFICACY_01,4.0,,2.0
2021,교사,1012007,1012,TR_EFFICACY_01,4.0,,2.0
2021,교사,1012008,1012,TR_EFFICACY_01,5.0,,2.0
2021,교사,1012009,1012,TR_EFFICACY_01,4.0,,2.0
2021,교사,1012010,1012,TR_EFFICACY_01,4.0,,2.0
2021,교사,1012011,1012,TR_EFFICACY_01,5.0,,2.0
2021,교사,1012012,1012,TR_EFFICACY_01,4.0,,2.0
2021,교사,1012013,1012,TR_EFFICACY_01,4.0,,2.0
2021,교사,1012014,1012,TR_EFFICACY_01,4.0,,2.0
2021,교사,1012015,1012,TR_EFFICACY_01,3.0,,2.0
2021,교사,1012016,1012,TR_EFFICACY_01,3.0,,2.0
2021,교사,1012017,1012,TR_EFFICACY_01,4.0,,2.0
2021,교사,1012018,1012,TR_EFFICACY_01,4.0,,2.0
2021,교사,1012019,1012,TR_EFFICACY_01,5.0,,2.0
2021,교사,1012020,1012,TR_EFFICACY_01,4.0,,2.0
2021,교사,1012021,1012,TR_EFFICACY_01,4.0,,2.0
2021,교사,1012022,1012,TR_EFFICACY_01,4.0,,2.0
2021,교사,1012023,1012,TR_EFFICACY_01,4.0,,2.0
2021,교사,1012024,1012,TR_EFFICACY_01,5.0,,2.0
2021,교사,1012025,1012,TR_EFFICACY_01,5.0,,2.0
2021,교사,1012026,1012,TR_EFFICACY_01,4.0,,2.0
2021,교사,1012027,1012,TR_EFFICACY_01,5.0,,2.0
2021,교사,1013001,1013,TR_EFFICACY_01,5.0,,1.0
2021,교사,1013002,1013,TR_EFFICACY_01,5.0,,1.0
2021,교사,1013003,1013,TR_EFFICACY_01,4.0,,1.0
2021,교사,1013004,1013,TR_EFFICACY_01,4.0,,1.0
2021,교사,1013005,1013,TR_EFFICACY_01,4.0,,1.0
2021,교사,1013006,1013,TR_EFFICACY_01,4.0,,1.0
2021,교사,1013007,1013,TR_EFFICACY_01,4.0,,1.0
2021,교사,1013008,1013,TR_EFFICACY_01,4.0,,1.0
2021,교사,1013009,1013,TR_EFFICACY_01,4.0,,1.0
2021,교사,1013010,1013,TR_EFFICACY_01,4.0,,1.0
2021,교사,1013011,1013,TR_EFFICACY_01,4.0,,1.0
2021,교사,1013012,1013,TR_EFFICACY_01,5.0,,1.0
2021,교사,1013013,1013,TR_EFFICACY_01,4.0,,1.0
2021,교사,1013014,1013,TR_EFFICACY_01,5.0,,1.0
2021,교사,1013015,1013,TR_EFFICACY_01,2.0,,1.0
2021,교사,1013016,1013,TR_EFFICACY_01,5.0,,1.0
2021,교사,1013017,1013,TR_EFFICACY_01,4.0,,1.0
2021,교사,1013018,1013,TR_EFFICACY_01,5.0,,1.0
2021,교사,1013019,1013,TR_EFFICACY_01,3.0,,1.0
2021,교사,1013020,1013,TR_EFFICACY_01,4.0,,1.0
2021,교사,1013021,1013,TR_EFFICACY_01,4.0,,1.0
2021,교사,1014001,1014,TR_EFFICACY_01,5.0,,2.0
2021,교사,1014002,1014,TR_EFFICACY_01,4.0,,2.0
2021,교사,1014003,1014,TR_EFFICACY_01,4.0,,2.0
2021,교사,1014004,1014,TR_EFFICACY_01,5.0,,2.0
2021,교사,1014005,1014,TR_EFFICACY_01,5.0,,2.0
2021,교사,1014006,1014,TR_EFFICACY_01,3.0,,2.0
2021,교사,1014007,1014,TR_EFFICACY_01,5.0,,2.0
2021,교사,1014008,1014,TR_EFFICACY_01,4.0,,2.0
2021,교사,1014009,1014,TR_EFFICACY_01,3.0,,2.0
2021,교사,1014010,1014,TR_EFFICACY_01,3.0,,2.0
2021,교사,1014011,1014,TR_EFFICACY_01,4.0,,2.0
2021,교사,1014012,1014,TR_EFFICACY_01,4.0,,2.0
2021,교사,1014013,1014,TR_EFFICACY_01,4.0,,2.0
2021,교사,1014014,1014,TR_EFFICACY_01,4.0,,2.0
2021,교사,1015001,1015,TR_EFFICACY_01,4.0,,1.0
2021,교사,1015002,1015,TR_EFFICACY_01,5.0,,1.0
2021,교사,1015003,1015,TR_EFFICACY_01,4.0,,1.0
2021,교사,1015004,1015,TR_EFFICACY_01,4.0,,1.0
2021,교사,1015005,1015,TR_EFFICACY_01,5.0,,1.0
2021,교사,1015006,1015,TR_EFFICACY_01,5.0,,1.0
2021,교사,1015007,1015,TR_EFFICACY_01,4.0,,1.0
2021,교사,1015008,1015,TR_EFFICACY_01,4.0,,1.0
2021,교사,1015009,1015,TR_EFFICACY_01,4.0,,1.0
2021,교사,1015010,1015,TR_EFFICACY_01,4.0,,1.0
2021,교사,1015011,1015,TR_EFFICACY_01,5.0,,1.0
2021,교사,1015012,1015,TR_EFFICACY_01,5.0,,1.0
2021,교사,1015013,1015,TR_EFFICACY_01,4.0,,1.0
2021,교사,1015014,1015,TR_EFFICACY_01,4.0,,1.0
2021,교사,1015015,1015,TR_EFFICACY_01,4.0,,1.0
2021,교사,1015016,1015,TR_EFFICACY_01,5.0,,1.0
2021,교사,1015017,1015,TR_EFFICACY_01,5.0,,1.0
2021,교사,1015018,1015,TR_EFFICACY_01,3.0,,1.0
2021,교사,1015019,1015,TR_EFFICACY_01,4.0,,1.0
2021,교사,1015020,1015,TR_EFFICACY_01,4.0,,1.0
2021,교사,1016001,1016,TR_EFFICACY_01,5.0,,1.0
2021,교사,1016002,1016,TR_EFFICACY_01,4.0,,1.0
2021,교사,1016003,1016,TR_EFFICACY_01,4.0,,1.0
2021,교사,1016004,1016,TR_EFFICACY_01,4.0,,1.0
2021,교사,1016005,1016,TR_EFFICACY_01,4.0,,1.0
2021,교사,1016006,1016,TR_EFFICACY_01,4.0,,1.0
2021,교사,1016007,1016,TR_EFFICACY_01,3.0,,1.0
2021,교사,1016008,1016,TR_EFFICACY_01,4.0,,1.0
2021,교사,1016009,1016,TR_EFFICACY_01,3.0,,1.0
2021,교사,1016010,1016,TR_EFFICACY_01,5.0,,1.0
2021,교사,1016011,1016,TR_EFFICACY_01,5.0,,1.0
2021,교사,1016012,1016,TR_EFFICACY_01,4.0,,1.0
2021,교사,1016013,1016,TR_EFFICACY_01,4.0,,1.0
2021,교사,1016014,1016,TR_EFFICACY_01,4.0,,1.0
2021,교사,1016015,1016,TR_EFFICACY_01,4.0,,1.0
2021,교사,1016016,1016,TR_EFFICACY_01,3.0,,1.0
2021,교사,1016017,1016,TR_EFFICACY_01,4.0,,1.0
2021,교사,1016018,1016,TR_EFFICACY_01,5.0,,1.0
2021,교사,1016019,1016,TR_EFFICACY_01,4.0,,1.0
2021,교사,1016020,1016,TR_EFFICACY_01,5.0,,1.0
2021,교사,1016021,1016,TR_EFFICACY_01,3.0,,1.0
2021,교사,1016022,1016,TR_EFFICACY_01,3.0,,1.0
2021,교사,1016023,1016,TR_EFFICACY_01,5.0,,1.0
2021,교사,1016024,1016,TR_EFFICACY_01,5.0,,1.0
2021,교사,1016025,1016,TR_EFFICACY_01,4.0,,1.0
2021,교사,1016026,1016,TR_EFFICACY_01,4.0,,1.0
2021,교사,1016027,1016,TR_EFFICACY_01,4.0,,1.0
2021,교사,1016028,1016,TR_EFFICACY_01,4.0,,1.0
2021,교사,1016029,1016,TR_EFFICACY_01,5.0,,1.0
2021,교사,1016030,1016,TR_EFFICACY_01,4.0,,1.0
2021,교사,1016031,1016,TR_EFFICACY_01,5.0,,1.0
2021,교사,1016032,1016,TR_EFFICACY_01,4.0,,1.0
2021,교사,1016033,1016,TR_EFFICACY_01,5.0,,1.0
2021,교사,1016034,1016,TR_EFFICACY_01,4.0,,1.0
2021,교사,1016035,1016,TR_EFFICACY_01,4.0,,1.0
2021,교사,1017001,1017,TR_EFFICACY_01,5.0,,2.0
2021,교사,1017002,1017,TR_EFFICACY_01,5.0,,2.0
2021,교사,1017003,1017,TR_EFFICACY_01,4.0,,2.0
2021,교사,1017004,1017,TR_EFFICACY_01,3.0,,2.0
2021,교사,1017005,1017,TR_EFFICACY_01,4.0,,2.0
2021,교사,1017006,1017,TR_EFFICACY_01,4.0,,2.0
2021,교사,1017007,1017,TR_EFFICACY_01,4.0,,2.0
2021,교사,1017008,1017,TR_EFFICACY_01,4.0,,2.0
2021,교사,1017009,1017,TR_EFFICACY_01,5.0,,2.0
2021,교사,1017010,1017,TR_EFFICACY_01,5.0,,2.0
2021,교사,1017011,1017,TR_EFFICACY_01,2.0,,2.0
2021,교사,1017012,1017,TR_EFFICACY_01,4.0,,2.0
2021,교사,1017013,1017,TR_EFFICACY_01,4.0,,2.0
2021,교사,1017014,1017,TR_EFFICACY_01,4.0,,2.0
2021,교사,1019001,1019,TR_EFFICACY_01,4.0,,1.0
2021,교사,1019002,1019,TR_EFFICACY_01,4.0,,1.0
2021,교사,1019003,1019,TR_EFFICACY_01,4.0,,1.0
2021,교사,1019004,1019,TR_EFFICACY_01,4.0,,1.0
2021,교사,1019005,1019,TR_EFFICACY_01,4.0,,1.0
2021,교사,1019006,1019,TR_EFFICACY_01,4.0,,1.0
2021,교사,1019007,1019,TR_EFFICACY_01,5.0,,1.0
2021,교사,1019008,1019,TR_EFFICACY_01,5.0,,1.0
2021,교사,1019009,1019,TR_EFFICACY_01,4.0,,1.0
2021,교사,1019010,1019,TR_EFFICACY_01,4.0,,1.0
2021,교사,1019011,1019,TR_EFFICACY_01,4.0,,1.0
2021,교사,1019012,1019,TR_EFFICACY_01,4.0,,1.0
2021,교사,1019013,1019,TR_EFFICACY_01,4.0,,1.0
2021,교사,1019014,1019,TR_EFFICACY_01,4.0,,1.0
2021,교사,1019015,1019,TR_EFFICACY_01,3.0,,1.0
2021,교사,1019016,1019,TR_EFFICACY_01,4.0,,1.0
2021,교사,1019017,1019,TR_EFFICACY_01,4.0,,1.0
2021,교사,1019018,1019,TR_EFFICACY_01,4.0,,1.0
2021,교사,1019019,1019,TR_EFFICACY_01,4.0,,1.0
2021,교사,1019020,1019,TR_EFFICACY_01,4.0,,1.0
2021,교사,1019021,1019,TR_EFFICACY_01,3.0,,1.0
2021,교사,1019022,1019,TR_EFFICACY_01,4.0,,1.0
2021,교사,1019023,1019,TR_EFFICACY_01,4.0,,1.0
2021,교사,1019024,1019,TR_EFFICACY_01,3.0,,1.0
2021,교사,1019025,1019,TR_EFFICACY_01,4.0,,1.0
2021,교사,1019026,1019,TR_EFFICACY_01,4.0,,1.0
2021,교사,1019027,1019,TR_EFFICACY_01,4.0,,1.0
2021,교사,1019028,1019,TR_EFFICACY_01,3.0,,1.0
2021,교사,1019029,1019,TR_EFFICACY_01,4.0,,1.0
2021,교사,1020001,1020,TR_EFFICACY_01,5.0,,1.0
2021,교사,1020002,1020,TR_EFFICACY_01,4.0,,1.0
2021,교사,1020003,1020,TR_EFFICACY_01,4.0,,1.0
