indicator_id,대분류,소주제,응답주체,지표명,통계유형,시계열비교가능,역문항,데이터이슈,응답기저,주의사항,결측수_2021,결측수_2025,응답수_2021,응답수_2025,평균_2021,평균_2025
ST_DIGI_EDU_03,디지털 리터러시,디지털 기기 활용 교육,학생,"디지털 기기 활용 교육(구:디지털 리터러시 활용 교육) - 3)나는 학교에서 디지털 기기(PC, 테블릿 등)을 올바르게(도덕적으로) 사용하는 방법을 배운 적이 있다",likert,조건부,N,,,항목 내용 동일하나 참조기간 차이 존재,0.0,0.0,8884.0,5173.0,3.7267,3.7083
ST_DIGI_EDU_04,디지털 리터러시,디지털 기기 활용 교육,학생,"디지털 기기 활용 교육(구:디지털 리터러시 활용 교육) - 4)나는 학교에서 디지털 기기(PC, 테블릿 등)에서 제공하는 정보가 믿을 수 있는지 확인하는 방법을 배운 적이 있다",likert,조건부,N,,,항목 내용 동일하나 참조기간 차이 존재,0.0,0.0,8884.0,5173.0,3.5813,3.6557
ST_DIGI_LIT_01,디지털 리터러시,디지털 리터러시,학생,디지털 리터러시 - 1)나는 한글이나 프리젠테이션 도구 또는 생성형 AI를 활용해서 문서를 만드는 데 능숙하다,likert,조건부,N,,,항목 단위 비교 시 주의,0.0,0.0,8884.0,5173.0,3.2498,3.388
ST_DIGI_LIT_02,디지털 리터러시,디지털 리터러시,학생,디지털 리터러시 - 2)나는 내가 만든 자료나 파일을 온라인 플랫폼에 올려서 잘 공유한다,likert,Y,N,,,"""인터넷에 올려서""→""온라인 플랫폼에 올려서"" 용어만 갱신",0.0,0.0,8884.0,5173.0,2.9871,2.9751
ST_DIGI_LIT_03,디지털 리터러시,디지털 리터러시,학생,디지털 리터러시 - 3)나는 온라인 학습 공간에 올려둔 자료를 잘 내려 받아 활용한다,likert,Y,N,,,"""인터넷 학습 공간""→""온라인 학습 공간"" 용어만 갱신",0.0,0.0,8884.0,5173.0,3.4806,3.4442
ST_DIGI_LIT_04,디지털 리터러시,디지털 리터러시,학생,디지털 리터러시 - 4)나는 필요한 정보를 찾기 위해 다양한 검색엔진이나 AI 도구를 활용할 수 있다,likert,조건부,N,,,"""다양한 사이버 공간을 활용"" → ""다양한 검색엔진이나 AI 도구를 활용"". 활용 수단이 구체화·변경됨",0.0,0.0,8884.0,5173.0,3.6892,3.7187
ST_DIGI_LIT_05,디지털 리터러시,디지털 리터러시,학생,디지털 리터러시 - 5)나는 필요한 정보를 찾기 위해 관련된 키워드를 다양하게 생각해낼 수 있다,likert,Y,N,,,문항 내용 동일,0.0,0.0,8884.0,5173.0,3.5966,3.635
ST_DIGI_LIT_06,디지털 리터러시,디지털 리터러시,학생,디지털 리터러시 - 6)과제를 해결하기 위해 필요한 정보를 다양하게 선택할 수 있다,likert,Y,N,,,문항 내용 동일,0.0,0.0,8884.0,5173.0,3.6443,3.6733
ST_DIGI_LIT_07,디지털 리터러시,디지털 리터러시,학생,디지털 리터러시 - 7)나는 디지털 기기 사용 시간을 스스로 정한다,likert,조건부,N,,,"""인터넷 사용 시간"" → ""디지털 기기 사용 시간""으로 대상 확장",0.0,0.0,8884.0,5173.0,3.0508,3.1788
ST_DIGI_LIT_08,디지털 리터러시,디지털 리터러시,학생,디지털 리터러시 - 8)나는 놀 때와 공부할 때를 구분해서 디지털 기기를 사용한다,likert,조건부,N,,,"""인터넷을 사용"" → ""디지털 기기를 사용""으로 대상 확장",0.0,0.0,8884.0,5173.0,3.2775,3.3644
ST_DIGI_LIT_09,디지털 리터러시,디지털 리터러시,학생,디지털 리터러시 - 9)나는 디지털 기기를 활용하여 정보를 얻을 때 나에게 필요한 정보를 골라 읽는다,likert,조건부,N,,,"""인터넷에서 정보를 읽을 때"" → ""디지털 기기를 활용하여 정보를 얻을 때""로 대상 확장",0.0,0.0,8884.0,5173.0,3.6281,3.6619
ST_DIGI_LIT_10,디지털 리터러시,디지털 리터러시,학생,디지털 리터러시 - 10)나는 불법 사이트에 접속하지 않는다,likert,Y,N,,,문항 내용 동일,0.0,0.0,8884.0,5173.0,3.9605,4.1506
ST_DIGI_LIT_11,디지털 리터러시,디지털 리터러시,학생,디지털 리터러시 - 11)나는 온라인 공간에 있는 정보를 무단으로 사용하지 않는다,likert,Y,N,,,"""인터넷에 있는 정보""→""온라인 공간에 있는 정보"" 용어만 갱신",0.0,0.0,8884.0,5173.0,3.8641,3.994
ST_DIGI_LIT_12,디지털 리터러시,디지털 리터러시,학생,디지털 리터러시 - 12)나는 온라인 공간에서 모욕적인 언어를 사용하지 않는다,likert,Y,N,,,"""인터넷에서""→""온라인 공간에서"" 용어만 갱신",0.0,0.0,8884.0,5173.0,3.8439,3.9851
ST_RELATION_01,학교생활·관계,또래·교사 관계,학생,"친구, 선생님과의 관계 - 1)학교 친구들과 있을 때 마음이 편하다",likert,Y,N,,,문항 내용·5점 척도 완전 동일(어미만 미세 변경),0.0,0.0,8884.0,5173.0,3.9357,3.9323
ST_RELATION_02,학교생활·관계,또래·교사 관계,학생,"친구, 선생님과의 관계 - 2)학교 친구들이 나에게 상처를 준 적이 있다",likert,Y,Y,,,문항 내용·5점 척도 완전 동일(어미만 미세 변경),0.0,0.0,8884.0,5173.0,2.8836,3.2376
ST_RELATION_03,학교생활·관계,또래·교사 관계,학생,"친구, 선생님과의 관계 - 3)학교에서 친구들로부터 존중 받는다",likert,Y,N,,,문항 내용·5점 척도 완전 동일(어미만 미세 변경),0.0,0.0,8884.0,5173.0,3.7678,3.7903
ST_RELATION_04,학교생활·관계,또래·교사 관계,학생,"친구, 선생님과의 관계 - 4)학교 친구들은 내가 어려움에 처해있을 때 도와준다",likert,Y,N,,,문항 내용·5점 척도 완전 동일(어미만 미세 변경),0.0,0.0,8884.0,5173.0,3.8485,3.8245
ST_RELATION_05,학교생활·관계,또래·교사 관계,학생,"친구, 선생님과의 관계 - 5)학교 선생님들은 나를 이해하려고 노력하신다",likert,Y,N,,,문항 내용·5점 척도 완전 동일(어미만 미세 변경),0.0,0.0,8884.0,5173.0,3.8718,3.8734
ST_RELATION_06,학교생활·관계,또래·교사 관계,학생,"친구, 선생님과의 관계 - 6)학교 선생님들은 나에게 무관심하다",likert,Y,N,,,문항 내용·5점 척도 완전 동일(어미만 미세 변경),0.0,0.0,8884.0,5173.0,1.9633,2.2631
ST_RELATION_07,학교생활·관계,또래·교사 관계,학생,"친구, 선생님과의 관계 - 7)학교 선생님들에게 고민 상담을 한다",likert,Y,N,,,문항 내용·5점 척도 완전 동일(어미만 미세 변경),0.0,0.0,8884.0,5173.0,2.5326,2.8803
ST_RELATION_08,학교생활·관계,또래·교사 관계,학생,"친구, 선생님과의 관계 - 8)학교 선생님은 나를 존중해 주신다",likert,Y,N,,,문항 내용·5점 척도 완전 동일(어미만 미세 변경),0.0,0.0,8884.0,5173.0,3.9282,3.9453
ST_STU_GOV_01,참여·자치,학생자치,학생,학생자치 활성화 - 1)학생 의견 수렴,likert,Y,N,,,문항 내용·5점 척도 동일,0.0,0.0,8884.0,5173.0,3.4831,3.4866
ST_STU_GOV_02,참여·자치,학생자치,학생,학생자치 활성화 - 2)학생 의견 전달,likert,Y,N,,,문항 내용·척도 동일,0.0,0.0,8884.0,5173.0,3.4644,3.4821
ST_STU_GOV_03,참여·자치,학생자치,학생,학생자치 활성화 - 3)의견 실현 결과 공유,likert,조건부,N,,,"전달 경로가 ""학교 홈페이지 또는 학생회의""에서 ""학교 홈페이지 또는 SNS""로 변경",0.0,0.0,8884.0,5173.0,3.2342,3.3325
ST_STU_GOV_04,참여·자치,학생자치,학생,학생자치 활성화 - 4)학교행사 기획·안내,likert,Y,N,,,문항 내용·척도 동일,0.0,0.0,8884.0,5173.0,3.5116,3.624
ST_SAT_TOTAL_01,만족도,전반적 만족도,학생,전반적인 만족도 - 현재 다니는 학교에 어느 정도 만족하는지,likert,Y,N,,,단일 문항·5점 척도 동일(선지 라벨 표현만 변경). 학생·학부모 3자 비교의 대표 지표로 활용 가능,0.0,0.0,8884.0,5173.0,3.5589,3.5482
ST_SAT_DETAIL_01,만족도,세부 만족도,학생,세부적인 만족도 - 1)학습능력 신장,likert,Y,N,,,항목(학습능력 신장)·5점 척도 동일. 학부모용 대응 항목 존재,0.0,0.0,8884.0,5173.0,3.5442,3.5623
ST_SAT_DETAIL_02,만족도,세부 만족도,학생,세부적인 만족도 - 2)특기적성 신장,likert,Y,N,,,항목(특기·적성)·척도 동일. 학부모용 대응 항목 존재,0.0,0.0,8884.0,5173.0,3.4043,3.4394
ST_SAT_DETAIL_03,만족도,세부 만족도,학생,세부적인 만족도 - 3)진로상담,likert,조건부,N,,,"1주기 ""생활 및 진로상담"" → 2주기 ""진로상담""으로 생활상담이 제외됨",0.0,0.0,8884.0,5173.0,3.5419,3.5842
ST_SAT_DETAIL_04,만족도,세부 만족도,학생,세부적인 만족도 - 4)학교급식,likert,Y,N,,,항목(학교급식)·척도 동일,0.0,0.0,8884.0,5173.0,3.311,3.7568
ST_SAT_DETAIL_05,만족도,세부 만족도,학생,세부적인 만족도 - 5)다양한 학습 프로그램,likert,Y,N,,,항목(학습 프로그램)·척도 동일,0.0,0.0,8884.0,5173.0,3.4385,3.5737
ST_SAT_DETAIL_06,만족도,세부 만족도,학생,세부적인 만족도 - 6)교육시설과 환경,likert,Y,N,,,항목(교육시설·환경)·척도 동일. 학부모용 대응 항목 존재,0.0,0.0,8884.0,5173.0,3.5053,3.562
PR_EDU_COST_01,교육격차·가정배경,교육비·사교육비,학부모,"교육비 및 사교육 - 1)학교에 낸 돈(체험활동비, 방과 후 학교 수강료 포함)",continuous,N,N,"1주기는 미지출을 0으로 기입, 2주기는 공란 처리 — 응답 기저가 달라 현 시점 시계열 비교 불가. 2주기 결측을 0(미지출)으로 볼지 연구원 확인 필요",,양 주기 모두 이상치 확인 필요(2주기 코드북에 이상치 주의 명시),0.0,718.0,5948.0,764.0,0.7814,5.3988
PR_EDU_COST_02,교육격차·가정배경,교육비·사교육비,학부모,"교육비 및 사교육 - 2)사교육비_국어, 영어, 수학 등 주요교과",continuous,N,N,"1주기는 미지출을 0으로 기입, 2주기는 공란 처리 — 응답 기저가 달라 현 시점 시계열 비교 불가. 2주기 결측을 0(미지출)으로 볼지 연구원 확인 필요",,사교육비(주요교과)·연속형 동일,0.0,232.0,5948.0,1250.0,47.2656,80.1616
PR_EDU_COST_03,교육격차·가정배경,교육비·사교육비,학부모,교육비 및 사교육 - 3)사교육비_영어를 제외한 외국어,continuous,N,N,"1주기는 미지출을 0으로 기입, 2주기는 공란 처리 — 응답 기저가 달라 현 시점 시계열 비교 불가. 2주기 결측을 0(미지출)으로 볼지 연구원 확인 필요",,사교육비(영어 제외 외국어)·연속형 동일,0.0,1226.0,5948.0,256.0,1.9539,7.832
PR_EDU_COST_04,교육격차·가정배경,교육비·사교육비,학부모,교육비 및 사교육 - 4)사교육비_예체능,continuous,N,N,"1주기는 미지출을 0으로 기입, 2주기는 공란 처리 — 응답 기저가 달라 현 시점 시계열 비교 불가. 2주기 결측을 0(미지출)으로 볼지 연구원 확인 필요",,사교육비(예체능)·연속형 동일,0.0,919.0,5948.0,563.0,6.3025,29.4938
